"string","num","next_word","nchar"
"of",64875,"the",2
"in",61753,"the",2
"to",32359,"the",2
"for",29991,"the",3
"on",29951,"the",2
"to",24219,"be",2
"at",21133,"the",2
"and",18719,"the",3
"in",17785,"a",2
"with",15932,"the",4
"is",14987,"a",2
"for",14101,"a",3
"it",13995,"was",2
"from",13175,"the",4
"i",12663,"was",1
"i",12660,"have",1
"with",12417,"a",4
"will",12302,"be",4
"and",12267,"i",3
"going",12070,"to",5
"it",12065,"is",2
"of",12017,"a",2
"i",11268,"am",1
"is",11131,"the",2
"have",10996,"a",4
"if",10973,"you",2
"one",10879,"of",3
"to",10673,"get",2
"as",10269,"a",2
"want",9564,"to",4
"by",9264,"the",2
"that",9212,"the",4
"have",9128,"to",4
"and",8813,"a",3
"this",8716,"is",4
"to",8638,"do",2
"out",8545,"of",3
"the",8534,"first",3
"i",8489,"think",1
"was",8466,"a",3
"that",8425,"i",4
"to",8402,"a",2
"to",8128,"see",2
"on",8107,"a",2
"all",7702,"the",3
"but",7545,"i",3
"i",7455,"love",1
"you",7285,"can",3
"the",7242,"same",3
"to",7233,"make",2
"i",7189,"dont",1
"a",7188,"lot",1
"have",7078,"been",4
"be",6999,"a",2
"he",6853,"was",2
"thanks",6703,"for",6
"of",6639,"my",2
"has",6633,"been",3
"a",6614,"few",1
"need",6543,"to",4
"would",6541,"be",5
"you",6465,"are",3
"in",6369,"my",2
"more",6361,"than",4
"about",6291,"the",5
"as",6267,"the",2
"a",6182,"great",1
"you",6181,"have",3
"when",6125,"i",4
"a",6101,"little",1
"i",6072,"can",1
"i",6010,"had",1
"to",5977,"go",2
"to",5958,"have",2
"he",5915,"said",2
"the",5891,"best",3
"into",5834,"the",4
"a",5793,"good",1
"had",5755,"a",3
"they",5741,"are",4
"thank",5716,"you",5
"i",5659,"know",1
"we",5517,"are",2
"i",5498,"just",1
"there",5359,"is",5
"that",5307,"is",4
"is",5300,"not",2
"the",5075,"new",3
"over",5071,"the",4
"the",5017,"most",3
"so",4950,"i",2
"like",4945,"a",4
"a",4914,"new",1
"lot",4905,"of",3
"there",4903,"are",5
"i",4879,"will",1
"the",4870,"world",3
"part",4758,"of",4
"we",4713,"have",2
"do",4706,"you",2
"so",4698,"much",2
"but",4661,"the",3
"trying",4655,"to",6
"was",4616,"the",3
"i",4515,"would",1
"all",4479,"of",3
"said",4444,"the",4
"at",4443,"least",2
"on",4439,"my",2
"and",4389,"then",3
"as",4383,"well",2
"able",4367,"to",4
"are",4309,"you",3
"the",4296,"way",3
"can",4264,"be",3
"some",4232,"of",4
"back",4224,"to",4
"if",4213,"i",2
"you",4210,"know",3
"the",4183,"last",3
"of",4154,"his",2
"at",4146,"a",2
"is",4062,"that",2
"the",4009,"other",3
"to",4009,"me",2
"when",4007,"you",4
"to",3994,"take",2
"in",3972,"this",2
"i",3922,"want",1
"up",3921,"to",2
"time",3903,"to",4
"go",3875,"to",2
"the",3853,"time",3
"way",3840,"to",3
"for",3814,"me",3
"the",3787,"next",3
"and",3745,"it",3
"according",3619,"to",9
"that",3606,"he",4
"its",3597,"a",3
"that",3588,"was",4
"should",3582,"be",6
"he",3581,"is",2
"i",3577,"cant",1
"kind",3549,"of",4
"right",3549,"now",5
"i",3548,"could",1
"what",3547,"i",4
"had",3531,"to",3
"the",3525,"only",3
"the",3519,"day",3
"be",3502,"the",2
"of",3489,"this",2
"to",3480,"my",2
"when",3474,"the",4
"the",3443,"end",3
"in",3430,"his",2
"but",3426,"it",3
"this",3423,"year",4
"they",3346,"were",4
"has",3336,"a",3
"to",3333,"say",2
"of",3272,"course",2
"me",3258,"to",2
"that",3251,"you",4
"from",3249,"a",4
"through",3199,"the",7
"i",3195,"got",1
"as",3184,"i",2
"i",3179,"need",1
"a",3177,"bit",1
"would",3168,"have",5
"with",3151,"my",4
"get",3145,"a",3
"of",3142,"our",2
"i",3139,"do",1
"like",3088,"the",4
"and",3025,"that",3
"after",3017,"the",5
"that",3010,"it",4
"which",2995,"is",5
"how",2992,"to",3
"it",2992,"to",2
"like",2984,"to",4
"said",2971,"he",4
"are",2951,"the",3
"wanted",2936,"to",6
"have",2929,"the",4
"to",2926,"work",2
"im",2916,"not",2
"new",2894,"york",3
"for",2890,"you",3
"not",2888,"a",3
"up",2887,"the",2
"it",2886,"would",2
"out",2879,"the",3
"that",2866,"we",4
"this",2854,"week",4
"and",2849,"we",3
"during",2848,"the",6
"of",2843,"their",2
"i",2828,"hope",1
"to",2828,"help",2
"the",2822,"city",3
"she",2818,"was",3
"the",2818,"state",3
"into",2809,"a",4
"is",2798,"to",2
"we",2795,"can",2
"of",2787,"them",2
"cant",2785,"wait",4
"to",2756,"find",2
"last",2748,"year",4
"by",2743,"a",2
"up",2742,"with",2
"end",2721,"of",3
"there",2711,"was",5
"you",2675,"want",3
"it",2671,"will",2
"such",2667,"as",4
"for",2659,"my",3
"that",2659,"they",4
"to",2655,"keep",2
"did",2639,"not",3
"of",2634,"your",2
"he",2619,"has",2
"such",2616,"a",4
"you",2606,"to",3
"i",2605,"thought",1
"i",2591,"feel",1
"if",2576,"the",2
"because",2575,"of",7
"off",2569,"the",3
"most",2563,"of",4
"not",2554,"to",3
"the",2554,"us",3
"when",2552,"he",4
"we",2547,"were",2
"could",2544,"be",5
"of",2530,"it",2
"what",2521,"you",4
"love",2519,"you",4
"they",2510,"have",4
"up",2509,"and",2
"i",2508,"did",1
"forward",2497,"to",7
"to",2494,"you",2
"i",2473,"like",1
"around",2470,"the",6
"in",2468,"your",2
"and",2460,"he",3
"do",2459,"it",2
"i",2454,"get",1
"she",2454,"said",3
"had",2451,"been",3
"the",2445,"game",3
"do",2433,"not",2
"a",2431,"very",1
"and",2431,"his",3
"what",2427,"is",4
"in",2424,"an",2
"and",2415,"you",3
"a",2405,"big",1
"make",2404,"it",4
"the",2403,"past",3
"a",2401,"year",1
"and",2401,"they",3
"it",2395,"and",2
"to",2375,"come",2
"me",2370,"and",2
"know",2369,"what",4
"about",2366,"it",5
"it",2366,"i",2
"in",2362,"their",2
"used",2356,"to",4
"try",2353,"to",3
"and",2351,"other",3
"make",2349,"a",4
"a",2344,"couple",1
"me",2335,"i",2
"i",2328,"really",1
"just",2319,"a",4
"of",2319,"those",2
"is",2312,"in",2
"its",2309,"not",3
"dont",2295,"know",4
"you",2294,"will",3
"out",2293,"to",3
"last",2283,"night",4
"the",2276,"right",3
"see",2266,"the",3
"you",2262,"dont",3
"in",2261,"and",2
"i",2258,"didnt",1
"look",2258,"at",4
"looking",2252,"for",7
"the",2225,"second",3
"are",2223,"not",3
"and",2221,"in",3
"it",2218,"has",2
"to",2217,"know",2
"been",2206,"a",4
"he",2198,"had",2
"is",2196,"an",2
"get",2192,"the",3
"for",2189,"this",3
"before",2186,"the",6
"see",2183,"you",3
"of",2182,"you",2
"people",2182,"who",6
"to",2179,"give",2
"my",2175,"life",2
"is",2174,"it",2
"well",2173,"as",4
"get",2172,"to",3
"take",2170,"a",4
"is",2167,"going",2
"because",2164,"i",7
"of",2157,"all",2
"it",2156,"in",2
"got",2142,"a",3
"may",2133,"be",3
"not",2129,"the",3
"who",2123,"is",3
"on",2118,"this",2
"so",2116,"many",2
"to",2115,"play",2
"the",2111,"top",3
"years",2108,"ago",5
"high",2097,"school",4
"of",2094,"us",2
"time",2090,"i",4
"a",2070,"long",1
"did",2067,"you",3
"was",2059,"in",3
"that",2057,"would",4
"is",2054,"so",2
"up",2048,"in",2
"and",2043,"its",3
"for",2038,"your",3
"know",2036,"that",4
"we",2035,"had",2
"are",2033,"a",3
"in",2033,"our",2
"you",2033,"get",3
"be",2032,"in",2
"of",2028,"her",2
"the",2019,"one",3
"the",2011,"rest",3
"let",2004,"me",3
"the",1998,"house",3
"at",1995,"all",2
"now",1988,"i",3
"number",1988,"of",6
"no",1987,"one",2
"you",1982,"for",3
"feel",1977,"like",4
"be",1964,"able",2
"of",1961,"that",2
"at",1957,"pm",2
"to",1951,"hear",2
"you",1944,"and",3
"on",1936,"his",2
"on",1935,"your",2
"not",1931,"be",3
"to",1930,"use",2
"with",1922,"you",4
"if",1914,"they",2
"what",1908,"the",4
"to",1898,"all",2
"for",1894,"all",3
"love",1888,"to",4
"with",1886,"his",4
"you",1885,"think",3
"when",1883,"they",4
"and",1878,"my",3
"when",1878,"it",4
"back",1875,"in",4
"them",1874,"to",4
"of",1873,"these",2
"last",1868,"week",4
"me",1865,"a",2
"we",1865,"will",2
"ready",1856,"to",5
"follow",1855,"me",6
"the",1853,"year",3
"and",1851,"to",3
"was",1850,"not",3
"is",1843,"one",2
"instead",1842,"of",7
"went",1839,"to",4
"than",1837,"the",4
"down",1836,"the",4
"the",1831,"whole",3
"to",1825,"start",2
"i",1824,"hate",1
"is",1824,"no",2
"couple",1822,"of",6
"the",1816,"two",3
"those",1813,"who",5
"how",1805,"much",3
"ive",1800,"been",3
"lots",1798,"of",4
"she",1798,"is",3
"so",1798,"far",2
"first",1797,"time",5
"you",1795,"do",3
"after",1791,"a",5
"this",1788,"morning",4
"who",1784,"are",3
"check",1780,"out",5
"as",1779,"it",2
"but",1778,"he",3
"the",1772,"people",3
"the",1772,"th",3
"said",1765,"that",4
"enough",1763,"to",6
"might",1762,"be",5
"up",1762,"for",2
"to",1761,"his",2
"come",1757,"to",4
"and",1756,"not",3
"and",1749,"is",3
"to",1749,"your",2
"wait",1748,"to",4
"in",1744,"that",2
"looking",1741,"forward",7
"what",1740,"a",4
"is",1739,"my",2
"does",1738,"not",4
"i",1736,"don’t",1
"about",1730,"a",5
"of",1727,"an",2
"away",1725,"from",4
"that",1721,"are",4
"with",1721,"me",4
"rest",1719,"of",4
"out",1716,"there",3
"too",1714,"much",3
"dont",1708,"have",4
"it",1708,"all",2
"against",1706,"the",7
"up",1705,"on",2
"will",1705,"have",4
"i",1695,"guess",1
"you",1687,"need",3
"i",1686,"wish",1
"the",1682,"company",3
"if",1678,"it",2
"hard",1671,"to",4
"under",1670,"the",5
"as",1665,"an",2
"for",1664,"an",3
"of",1663,"people",2
"their",1657,"own",5
"to",1657,"this",2
"when",1657,"we",4
"a",1652,"day",1
"decided",1650,"to",7
"many",1649,"of",4
"the",1646,"fact",3
"out",1645,"and",3
"got",1637,"to",3
"that",1636,"will",4
"about",1632,"to",5
"having",1629,"a",6
"hope",1627,"you",4
"than",1627,"a",4
"im",1626,"going",2
"to",1622,"win",2
"that",1621,"a",4
"to",1621,"put",2
"him",1620,"to",3
"across",1617,"the",6
"it",1610,"out",2
"you",1610,"guys",3
"this",1609,"weekend",4
"time",1608,"for",4
"as",1601,"they",2
"make",1594,"the",4
"up",1594,"a",2
"not",1590,"only",3
"this",1590,"was",4
"must",1589,"be",4
"thanks",1589,"to",6
"of",1588,"its",2
"there",1584,"were",5
"for",1583,"his",3
"this",1580,"time",4
"and",1578,"more",3
"as",1577,"much",2
"like",1572,"that",4
"for",1571,"some",3
"wants",1569,"to",5
"we",1568,"need",2
"have",1563,"you",4
"a",1560,"small",1
"each",1559,"other",4
"where",1556,"the",5
"think",1554,"i",5
"my",1551,"favorite",2
"you",1550,"should",3
"make",1548,"sure",4
"needs",1548,"to",5
"love",1546,"the",4
"with",1540,"an",4
"based",1539,"on",5
"who",1539,"was",3
"is",1536,"just",2
"or",1536,"the",2
"said",1536,"it",4
"of",1534,"what",2
"at",1525,"this",2
"you",1523,"were",3
"along",1520,"with",5
"to",1520,"watch",2
"as",1515,"he",2
"you",1515,"i",3
"need",1514,"a",4
"ill",1506,"be",3
"know",1501,"how",4
"who",1500,"has",3
"to",1499,"our",2
"or",1496,"a",2
"the",1495,"big",3
"a",1492,"week",1
"have",1489,"no",4
"that",1488,"she",4
"and",1483,"was",3
"do",1480,"i",2
"talking",1480,"about",7
"but",1478,"its",3
"fact",1478,"that",4
"if",1478,"we",2
"in",1478,"her",2
"and",1477,"have",3
"is",1477,"still",2
"percent",1477,"of",7
"in",1476,"which",2
"on",1475,"their",2
"it",1474,"the",2
"ready",1473,"for",5
"but",1472,"not",3
"then",1470,"i",4
"the",1469,"story",3
"looks",1467,"like",5
"can",1459,"do",3
"it",1458,"a",2
"the",1458,"book",3
"to",1457,"try",2
"so",1456,"that",2
"are",1454,"in",3
"st",1454,"louis",2
"and",1451,"im",3
"said",1450,"i",4
"to",1449,"meet",2
"the",1447,"team",3
"the",1444,"country",3
"had",1443,"the",3
"with",1443,"her",4
"going",1441,"on",5
"working",1440,"on",7
"for",1438,"more",3
"say",1437,"that",3
"and",1435,"all",3
"what",1435,"they",4
"even",1429,"though",4
"as",1428,"we",2
"the",1427,"season",3
"tried",1426,"to",5
"it",1425,"up",2
"has",1419,"to",3
"love",1419,"it",4
"get",1417,"it",3
"i",1417,"wanted",1
"to",1412,"it",2
"i",1411,"see",1
"down",1406,"to",4
"that",1403,"has",4
"a",1400,"man",1
"i",1400,"still",1
"my",1396,"own",2
"i",1394,"should",1
"better",1391,"than",6
"for",1391,"our",3
"is",1391,"on",2
"but",1388,"they",3
"even",1386,"if",4
"what",1384,"we",4
"that",1378,"this",4
"the",1376,"s",3
"for",1373,"it",3
"could",1370,"have",5
"chance",1367,"to",6
"for",1365,"that",3
"in",1365,"fact",2
"to",1364,"her",2
"day",1361,"of",3
"the",1361,"case",3
"the",1357,"show",3
"is",1353,"what",2
"i",1350,"saw",1
"this",1350,"one",4
"they",1349,"can",4
"time",1349,"and",4
"and",1346,"if",3
"can",1346,"you",3
"like",1345,"this",4
"us",1345,"to",2
"was",1343,"just",3
"if",1338,"youre",2
"since",1338,"the",5
"like",1336,"it",4
"talk",1336,"about",4
"and",1335,"so",3
"if",1335,"he",2
"listening",1333,"to",9
"with",1325,"this",4
"for",1324,"their",3
"i",1324,"miss",1
"wish",1324,"i",4
"to",1322,"pay",2
"and",1321,"now",3
"because",1321,"the",7
"front",1318,"of",5
"you",1318,"a",3
"as",1317,"you",2
"the",1316,"middle",3
"bit",1315,"of",3
"less",1313,"than",4
"happy",1311,"birthday",5
"like",1311,"i",4
"are",1308,"so",3
"to",1306,"think",2
"im",1305,"a",2
"to",1305,"talk",2
"said",1302,"in",4
"tell",1301,"you",4
"but",1300,"we",3
"to",1299,"tell",2
"and",1298,"get",3
"from",1298,"my",4
"on",1298,"it",2
"the",1297,"follow",3
"so",1291,"we",2
"do",1289,"the",2
"to",1289,"look",2
"should",1288,"have",6
"will",1288,"not",4
"in",1287,"new",2
"is",1286,"also",2
"know",1286,"i",4
"he",1285,"would",2
"rather",1285,"than",6
"think",1284,"of",5
"because",1283,"it",7
"you",1282,"like",3
"and",1279,"for",3
"with",1279,"your",4
"not",1278,"sure",3
"they",1278,"had",4
"a",1277,"while",1
"for",1276,"her",3
"its",1276,"the",3
"on",1276,"to",2
"all",1275,"i",3
"it",1275,"on",2
"to",1273,"their",2
"the",1272,"united",3
"and",1271,"how",3
"to",1271,"read",2
"am",1266,"i",2
"at",1266,"home",2
"was",1265,"so",3
"due",1263,"to",3
"you",1263,"cant",3
"it",1262,"for",2
"on",1262,"that",2
"out",1261,"in",3
"people",1261,"are",6
"how",1260,"many",3
"they",1259,"will",4
"the",1257,"national",3
"and",1256,"their",3
"for",1251,"us",3
"im",1251,"so",2
"i",1249,"also",1
"a",1245,"way",1
"side",1244,"of",4
"is",1242,"now",2
"i",1241,"used",1
"me",1239,"that",2
"and",1238,"she",3
"just",1238,"got",4
"to",1238,"stop",2
"a",1237,"chance",1
"and",1236,"her",3
"to",1236,"buy",2
"to",1235,"an",2
"you",1235,"could",3
"i",1233,"went",1
"on",1233,"twitter",2
"out",1233,"for",3
"seems",1233,"to",5
"you",1233,"in",3
"we",1232,"all",2
"who",1232,"have",3
"in",1226,"one",2
"in",1224,"front",2
"between",1223,"the",7
"not",1220,"have",3
"made",1219,"a",4
"much",1218,"of",4
"the",1217,"final",3
"the",1216,"public",3
"my",1214,"mom",2
"you",1213,"all",3
"the",1212,"more",3
"tell",1211,"me",4
"but",1210,"you",3
"can",1210,"get",3
"dont",1210,"want",4
"i",1210,"never",1
"theres",1210,"a",6
"have",1208,"an",4
"me",1208,"the",2
"sort",1208,"of",4
"what",1208,"it",4
"with",1208,"it",4
"today",1206,"i",5
"because",1203,"they",7
"new",1202,"jersey",3
"a",1201,"time",1
"being",1201,"a",5
"and",1199,"what",3
"day",1195,"i",3
"where",1195,"i",5
"off",1194,"to",3
"good",1193,"morning",4
"dont",1192,"think",4
"for",1192,"years",3
"find",1189,"a",4
"may",1188,"have",3
"my",1188,"first",2
"me",1187,"in",2
"the",1186,"night",3
"a",1184,"huge",1
"time",1181,"in",4
"live",1180,"in",4
"to",1180,"share",2
"do",1179,"with",2
"the",1178,"word",3
"in",1175,"order",2
"think",1173,"that",5
"and",1172,"will",3
"united",1171,"states",6
"the",1170,"future",3
"i",1168,"knew",1
"i",1168,"mean",1
"but",1167,"that",3
"are",1166,"going",3
"makes",1166,"me",5
"at",1165,"am",2
"that",1165,"there",4
"on",1164,"our",2
"take",1164,"the",4
"the",1162,"back",3
"lol",1161,"i",3
"be",1160,"on",2
"top",1158,"of",3
"seem",1155,"to",4
"all",1151,"that",3
"any",1151,"of",3
"continue",1148,"to",8
"a",1143,"nice",1
"i",1143,"found",1
"a",1142,"better",1
"but",1141,"im",3
"no",1141,"longer",2
"all",1140,"my",3
"i",1140,"said",1
"think",1140,"about",5
"the",1132,"idea",3
"to",1132,"show",2
"talk",1131,"to",4
"the",1131,"man",3
"would",1127,"like",5
"for",1126,"those",3
"supposed",1126,"to",8
"while",1126,"the",5
"made",1123,"it",4
"much",1120,"more",4
"the",1120,"road",3
"to",1120,"create",2
"his",1116,"own",3
"much",1116,"as",4
"close",1115,"to",5
"next",1115,"week",4
"you",1115,"just",3
"and",1114,"some",3
"and",1114,"there",3
"to",1114,"stay",2
"told",1114,"me",4
"do",1110,"that",2
"to",1110,"live",2
"was",1109,"going",3
"only",1105,"one",4
"back",1102,"and",4
"i",1102,"made",1
"i",1101,"havent",1
"was",1101,"an",3
"with",1101,"that",4
"can",1098,"i",3
"it",1098,"but",2
"the",1098,"school",3
"good",1097,"luck",4
"one",1097,"day",3
"to",1096,"write",2
"and",1095,"this",3
"all",1093,"day",3
"to",1089,"bring",2
"to",1088,"that",2
"has",1087,"the",3
"in",1087,"all",2
"to",1087,"follow",2
"you",1087,"see",3
"until",1084,"the",5
"not",1083,"just",3
"how",1082,"the",3
"at",1081,"my",2
"about",1079,"this",5
"out",1078,"on",3
"we",1078,"do",2
"in",1077,"it",2
"the",1077,"old",3
"full",1075,"of",4
"know",1074,"the",4
"is",1072,"this",2
"here",1071,"in",4
"your",1070,"own",4
"amount",1066,"of",6
"it",1066,"with",2
"with",1063,"some",4
"it",1062,"just",2
"so",1060,"the",2
"with",1059,"all",4
"on",1058,"her",2
"she",1058,"has",3
"expected",1057,"to",8
"sense",1056,"of",5
"the",1056,"great",3
"or",1055,"not",2
"the",1054,"entire",3
"just",1053,"as",4
"wait",1053,"for",4
"the",1052,"kids",3
"two",1052,"years",3
"listen",1050,"to",6
"every",1049,"day",5
"and",1048,"even",3
"how",1048,"i",3
"waiting",1048,"for",7
"what",1048,"are",4
"with",1048,"their",4
"in",1046,"its",2
"of",1044,"time",2
"well",1042,"i",4
"and",1041,"has",3
"and",1041,"when",3
"got",1040,"the",3
"of",1040,"me",2
"interested",1038,"in",10
"but",1035,"if",3
"in",1034,"to",2
"day",1033,"and",3
"when",1032,"she",4
"to",1028,"change",2
"along",1027,"the",5
"what",1026,"do",4
"what",1026,"he",4
"them",1024,"and",4
"to",1024,"move",2
"its",1023,"been",3
"before",1021,"i",6
"which",1019,"was",5
"and",1018,"one",3
"life",1018,"is",4
"my",1016,"new",2
"a",1015,"large",1
"los",1015,"angeles",3
"said",1015,"they",4
"know",1014,"if",4
"the",1014,"third",3
"all",1013,"over",3
"and",1013,"an",3
"can",1013,"see",3
"a",1012,"whole",1
"it",1012,"can",2
"no",1011,"matter",2
"to",1010,"leave",2
"out",1008,"a",3
"but",1007,"in",3
"who",1006,"had",3
"to",1004,"him",2
"him",1001,"and",3
"for",1000,"them",3
"next",999,"year",4
"would",999,"you",5
"now",998,"that",3
"to",998,"learn",2
"here",997,"is",4
"in",997,"some",2
"you",997,"so",3
"about",996,"how",5
"came",996,"to",4
"thats",996,"a",5
"them",995,"in",4
"for",992,"him",3
"as",991,"if",2
"excited",990,"to",7
"were",990,"not",4
"made",989,"the",4
"you",989,"would",3
"would",987,"not",5
"he",986,"will",2
"that",986,"one",4
"people",985,"in",6
"are",984,"all",3
"the",981,"morning",3
"director",980,"of",8
"more",980,"of",4
"since",980,"i",5
"to",980,"eat",2
"order",976,"to",5
"yes",975,"i",3
"the",974,"good",3
"may",973,"not",3
"not",969,"going",3
"see",969,"what",3
"i",968,"always",1
"miss",968,"you",4
"that",967,"my",4
"the",967,"number",3
"would",966,"love",5
"you",966,"may",3
"but",965,"this",3
"it",965,"as",2
"the",964,"point",3
"which",962,"i",5
"it",961,"comes",2
"it",961,"seems",2
"my",961,"mind",2
"to",961,"run",2
"things",960,"that",6
"this",960,"season",4
"look",958,"like",4
"the",958,"car",3
"do",957,"a",2
"she",955,"had",3
"that",955,"in",4
"why",955,"i",3
"the",951,"sun",3
"and",950,"as",3
"be",950,"there",2
"he",950,"did",2
"is",950,"about",2
"just",950,"like",4
"among",949,"the",5
"an",949,"hour",2
"lack",949,"of",4
"a",948,"bad",1
"good",948,"to",4
"and",947,"your",3
"comes",947,"to",5
"might",947,"have",5
"how",946,"do",3
"me",946,"know",2
"he",945,"says",2
"my",945,"head",2
"year",945,"and",4
"my",943,"heart",2
"that",942,"if",4
"you",940,"the",3
"a",938,"real",1
"is",937,"more",2
"was",937,"to",3
"day",936,"to",3
"is",936,"your",2
"people",936,"to",6
"and",935,"had",3
"think",935,"it",5
"i",934,"say",1
"next",934,"to",4
"said",932,"she",4
"a",931,"month",1
"mothers",930,"day",7
"thats",930,"what",5
"with",930,"him",4
"i",929,"believe",1
"so",929,"you",2
"the",929,"door",3
"looking",928,"at",7
"when",928,"a",4
"did",927,"i",3
"that",926,"have",4
"the",926,"ball",3
"be",925,"an",2
"but",925,"a",3
"where",925,"you",5
"ability",924,"to",7
"happy",924,"to",5
"the",924,"real",3
"the",922,"week",3
"thinking",922,"about",8
"what",921,"to",4
"and",920,"are",3
"group",920,"of",5
"use",919,"the",3
"in",918,"love",2
"of",918,"being",2
"out",918,"with",3
"the",918,"family",3
"the",918,"government",3
"that",917,"can",4
"to",916,"let",2
"use",916,"of",3
"a",911,"different",1
"the",911,"very",3
"to",911,"sleep",2
"with",911,"us",4
"think",910,"the",5
"long",908,"time",4
"the",908,"movie",3
"is",906,"very",2
"on",904,"friday",2
"san",904,"francisco",3
"do",903,"this",2
"even",903,"more",4
"see",903,"a",3
"and",902,"just",3
"sure",901,"to",4
"the",901,"law",3
"long",900,"as",4
"we",899,"got",2
"years",898,"of",5
"back",896,"on",4
"for",896,"example",3
"a",895,"friend",1
"the",893,"main",3
"time",893,"of",4
"i",892,"might",1
"is",892,"all",2
"so",892,"it",2
"we",892,"dont",2
"to",890,"them",2
"about",889,"what",5
"the",889,"worst",3
"made",888,"me",4
"make",888,"me",4
"the",888,"university",3
"here",887,"and",4
"my",887,"friends",2
"they",887,"dont",4
"become",886,"a",6
"the",886,"biggest",3
"where",886,"he",5
"of",884,"new",2
"needed",883,"to",6
"all",882,"about",3
"deal",882,"with",4
"gonna",882,"be",5
"its",882,"just",3
"they",882,"would",4
"you",881,"too",3
"was",880,"on",3
"work",880,"on",4
"i",878,"felt",1
"easy",876,"to",4
"every",876,"time",5
"the",876,"money",3
"the",876,"st",3
"took",876,"a",4
"we",876,"could",2
"willing",874,"to",7
"a",873,"woman",1
"the",873,"weekend",3
"and",872,"make",3
"plenty",869,"of",6
"something",869,"that",9
"hope",868,"to",4
"go",867,"back",2
"social",867,"media",6
"told",867,"the",4
"they",866,"do",4
"what",866,"was",4
"is",865,"for",2
"just",865,"the",4
"little",865,"bit",6
"a",864,"wonderful",1
"are",864,"still",3
"we",863,"should",2
"opportunity",862,"to",11
"way",862,"of",3
"it",860,"so",2
"type",860,"of",4
"a",859,"single",1
"have",856,"had",4
"rt",856,"i",2
"were",856,"in",4
"over",855,"a",4
"list",854,"of",4
"now",854,"and",3
"only",854,"a",4
"piece",854,"of",5
"have",852,"any",4
"on",851,"saturday",2
"same",851,"time",4
"day",850,"in",3
"his",850,"first",3
"my",850,"friend",2
"life",848,"and",4
"university",848,"of",10
"to",847,"spend",2
"today",847,"is",5
"the",846,"bottom",3
"throughout",846,"the",10
"to",845,"check",2
"with",845,"no",4
"a",844,"second",1
"because",843,"he",7
"we",843,"want",2
"your",843,"life",4
"find",841,"out",4
"have",841,"some",4
"just",841,"to",4
"the",841,"film",3
"a",840,"more",1
"there",840,"will",5
"and",839,"no",3
"was",839,"one",3
"had",837,"no",3
"how",837,"you",3
"i",837,"remember",1
"he",836,"can",2
"home",835,"and",4
"like",835,"you",4
"see",835,"it",3
"is",834,"there",2
"see",833,"how",3
"im",832,"just",2
"president",832,"of",9
"but",831,"there",3
"the",831,"american",3
"version",831,"of",7
"get",829,"out",3
"on",829,"monday",2
"that",829,"were",4
"the",829,"event",3
"and",828,"on",3
"watching",828,"the",8
"about",827,"that",5
"as",827,"long",2
"he",827,"could",2
"not",827,"in",3
"of",825,"life",2
"time",825,"the",4
"you",824,"might",3
"down",822,"and",4
"think",822,"its",5
"some",820,"people",4
"thats",820,"the",5
"the",820,"things",3
"with",820,"them",4
"i",819,"go",1
"it’s",819,"a",4
"san",819,"diego",3
"the",819,"name",3
"me",818,"on",2
"friends",817,"and",7
"many",817,"people",4
"now",817,"the",3
"were",817,"a",4
"while",816,"i",5
"i",815,"started",1
"the",815,"truth",3
"am",814,"not",2
"known",814,"as",5
"members",814,"of",7
"the",814,"problem",3
"the",814,"water",3
"a",813,"game",1
"believe",813,"that",7
"say",813,"the",3
"set",813,"up",3
"the",813,"federal",3
"but",812,"when",3
"could",810,"not",5
"the",809,"front",3
"then",809,"the",4
"work",809,"with",4
"be",808,"at",2
"up",808,"at",2
"from",807,"his",4
"is",807,"like",2
"a",806,"job",1
"so",804,"excited",2
"you",804,"go",3
"in",803,"addition",2
"a",801,"book",1
"sounds",801,"like",6
"the",801,"moment",3
"behind",799,"the",6
"come",799,"on",4
"focus",799,"on",5
"though",797,"i",6
"can",796,"make",3
"him",796,"in",3
"at",795,"work",2
"im",795,"in",2
"one",795,"is",3
"one",795,"thing",3
"something",795,"to",9
"that",795,"its",4
"be",794,"more",2
"one",794,"that",3
"place",794,"to",5
"the",794,"board",3
"through",794,"a",7
"year",794,"the",4
"his",793,"wife",3
"im",793,"sure",2
"likely",792,"to",6
"to",792,"us",2
"come",791,"out",4
"wont",790,"be",4
"you",788,"on",3
"go",787,"on",2
"us",786,"and",2
"and",785,"see",3
"member",784,"of",6
"plans",784,"to",5
"right",783,"to",5
"and",781,"of",3
"to",780,"become",2
"here",779,"are",4
"that",779,"could",4
"after",778,"all",5
"it",778,"could",2
"the",777,"process",3
"within",777,"the",6
"i",776,"decided",1
"i",776,"wanna",1
"love",776,"that",4
"the",775,"original",3
"two",775,"of",3
"were",775,"the",4
"there",773,"and",5
"to",772,"ask",2
"middle",771,"of",6
"the",771,"area",3
"thousands",771,"of",9
"a",770,"beautiful",1
"for",770,"following",3
"nice",770,"to",4
"to",770,"call",2
"last",769,"month",4
"and",767,"said",3
"is",766,"good",2
"welcome",766,"to",7
"have",765,"not",4
"it",764,"makes",2
"the",764,"beginning",3
"was",764,"that",3
"for",763,"one",3
"on",762,"an",2
"a",761,"special",1
"any",761,"other",3
"he",761,"also",2
"the",761,"street",3
"we",761,"would",2
"coming",760,"to",6
"of",759,"how",2
